WORKORDER_BASE_ID,WORKORDER_LOT_ID,Order Shortage
0501175,1,
0501177,1,
0501178,1,
0501179,1,"B PICKLE OP#130 Loss: 15.9%, F WRAP OP#210 Loss: 35.6%, "
0501181,1,"B PICKLE OP#130 Loss: 10.6%, F-BLK OP#140 Loss: 11.1%, "
0501182,1,"F-CLN OP#190 Loss: 13.2%, "
0501183,1,"F-MILL GRP OP#180 Loss: 18.6%, "
0501184,1,"F-MILL GRP OP#150 Loss: 23.6%, "
0501189,1,"F-MILL GRP OP#150 Loss: 10.4%, F-MILL GRP OP#180 Loss: 14.9%, F WRAP OP#210 Loss: 11.1%, "
0501195,1,
0501196,1,
0501197,1,
0501200,1,
0501201,1,
0501202,R,
0501204,S,
0501205,1,"S 149 GRP OP#40 Loss: 47.7%, "
0501206,1,"S 149 GRP OP#40 Loss: 46.8%, "
0501208,1,
0501209,1,
0501210,1,"F-CLN OP#110 Loss: 16.9%, F-MILL GRP OP#130 Loss: 23.9%, "
0501211,M,
0501215,S,
0501216,1,"12M-GRP OP#20 Loss: 15.2%, CLN-L OP#30 Loss: 14.8%, A-D1 OP#60 Loss: 15.5%, B PICKLE OP#80 Loss: 15.5%, F-BLK OP#90 Loss: 14.5%, F-MILL GRP OP#100 Loss: 54.3%, F-MILL GRP OP#130 Loss: 42.9%, "
0501217,1,
0501218,R,"S 149 GRP OP#30 Loss: 13.3%, "
0501226,1,
0501227,1,
0501228,1,"B PICKLE OP#40 Loss: 31.4%, S 76 OP#50 Loss: 69.8%, "
0501229,1,"B PICKLE OP#40 Loss: 50.5%, "
0501231,1,
0501233,1,
0501234,1,
0501235,1,
0501236,1,
0501237,1,
0501238,1,
0501239,1,
0501241,1,"S 149 GRP OP#100 Loss: 24.8%, "
0501243,1,
0501244,1,
0501245,1,
0501246,1,
0501247,1,
0501248,1,
0501249,1,
0501250,1,
0501251,1,
0501252,1,
0501253,1,"12M-2 OP#20 Loss: 12.0%, "
0501254,1,
0501255,1,
0501256,1,"12M-2 OP#20 Loss: 12.3%, CLN-L OP#40 Loss: 11.4%, "
0501257,1,"12M-2 OP#20 Loss: 15.3%, "
0501259,1,
0501260,1,
0501261,1,
0501262,1,
0501263,1,
0501264,1,
0501265,1,
0501266,1,
0501267,1,
0501268,1,
0501269,1,
0501270,1,
0501271,1,
0501272,1,
0501274,1,
0501275,1,
0501276,1,
0501277,1,
0501278,1,
0501279,1,
0501280,1,
0501281,1,
0501282,1,
0501283,1,
0501284,1,"14M OP#20 Loss: 16.9%, "
0501285,1,"14M OP#20 Loss: 11.8%, "
0501286,1,
0501287,1,
0501288,1,
0501289,1,
0501290,1,
0501291,1,
0501292,1,
0501293,1,
0501294,1,
0501295,1,
0501296,1,
0501297,S,
0501298,1,
0501299,1,
0501300,1,
0501301,1,
0501302,1,
0501303,1,
0501304,1,
0501305,1,
0501306,1,
0501307,1,
0501309,1,"S 149 GRP OP#135 Loss: 79.3%, "
0501311,1,
0501312,1,
0501313,1,
0501317,1,
0501318,1,
0501319,1,"12M-GRP OP#20 Loss: 22.3%, "
0501320,1,
0501321,1,
0501322,1,
0501323,1,"ZHI OP#20 Loss: 54.0%, CLN-L OP#120 Loss: 21.6%, "
0501324,1,
0501325,1,
0501326,1,
0501327,1,
0501328,1,
0501330,1,
0501332,1,"A-D3 OP#80 Loss: 99.0%, "
0501333,R,
0501334,1,
0501335,1,
0501336,1,
0501337,1,
0501338,R,
0501339,1,
0501340,1,
0501341,1,
0501342,1,"12M-GRP OP#20 Loss: 12.4%, CLN-L OP#30 Loss: 13.0%, S 149 GRP OP#40 Loss: 12.8%, A-D1 OP#60 Loss: 13.0%, 12M-GRP OP#80 Loss: 12.3%, CLN-L OP#110 Loss: 12.0%, S 76 OP#120 Loss: 56.2%, "
0501344,1,
0501345,1,"12M-GRP OP#70 Loss: 19.8%, CLN-L OP#90 Loss: 16.1%, "
0501346,R,
0501347,1,
0501348,R,
0501349,1,"A-D1 OP#120 Loss: 98.5%, "
0501350,1,
0501351,1,
0501352,1,
0501353,1,
0501354,1,
0501355,1,
0501356,1,
0501357,1,
0501358,1,
0501359,1,
0501360,1,
0501361,1,
0501362,1,
0501363,1,
0501364,1,
0501365,1,
0501366,1,
0501367,1,
0501368,1,
0501369,1,
0501370,1,
0501371,1,
0501372,1,
0501373,1,
0501374,1,
0501375,1,
0501377,1,
0501378,1,
0501379,1,"A-D2 OP#110 Loss: 19.6%, "
0501380,1,
0501381,1,
0501382,1,
0501383,1,
0501384,1,
0501385,1,
0501386,1,
0501387,1,
0501389,1,
0501391,1,
0501393,1,
0501394,1,
0501395,1,
0501396,1,
0501397,1,
0501400,1,
0501401,1,
0501402,1,
0501403,1,
0501404,1,
0501405,1,
0501407,1,
0501408,1,
0501409,1,
0501410,1,
0501411,1,
0501413,1,
0501415,R,
0501416,1,
0501417,1,
0501418,1,
0501419,1,
0501420,1,
0501421,1,
0501422,R,
0501423,1,
0501424,1,
0501425,1,
0501426,1,
0501427,1,
0501428,1,
0501429,1,
0501430,1,
0501431,1,
0501432,1,
0501433,1,
0501434,1,
0501435,1,
0501436,1,
0501437,R,"12M-2 OP#100 Loss: 40.4%, CLN-L OP#130 Loss: 25.2%, "
0501438,1,
0501439,1,
0501440,1,
0501441,1,
0501442,1,
0501443,1,
0501444,1,
0501445,1,
0501446,1,
0501447,1,
0501448,1,
0501449,1,
0501450,1,"A-D GRP OP#110 Loss: 11.4%, F-MILL #1 OP#150 Loss: 49.2%, F-CLN OP#160 Loss: 25.9%, F-SLIT OP#170 Loss: 10.1%, F-MILL GRP OP#180 Loss: 17.7%, "
0501451,1,
0501453,1,"B PICKLE OP#130 Loss: 16.0%, F-BLK OP#140 Loss: 16.2%, F-MILL GRP OP#150 Loss: 20.0%, F-CLN OP#160 Loss: 12.6%, F-SLIT OP#170 Loss: 11.3%, F-MILL GRP OP#180 Loss: 16.7%, "
0501455,1,
0501456,1,
0501457,1,
0501458,1,
0501459,1,
0501460,1,
0501461,1,
0501462,1,
0501463,1,
0501464,1,
0501465,1,"S 76 OP#30 Loss: 85.9%, "
0501466,1,
0501467,1,
0501468,1,
0501470,1,"B PICKLE OP#130 Loss: 13.2%, F-BLK OP#140 Loss: 12.6%, F-MILL GRP OP#150 Loss: 17.9%, F-MILL GRP OP#180 Loss: 14.7%, "
0501471,1,"A-D GRP OP#110 Loss: 10.6%, F-MILL GRP OP#150 Loss: 17.1%, F-SLIT OP#170 Loss: 11.7%, F-MILL GRP OP#180 Loss: 16.6%, "
0501472,1,"F-MILL GRP OP#150 Loss: 15.0%, F-MILL GRP OP#180 Loss: 23.0%, "
0501473,1,
0501474,1,
0501487,1,
0501488,1,"S 76 OP#40 Loss: 21.0%, "
0501489,1,
0501490,1,"14M OP#20 Loss: 27.1%, CLN-L OP#30 Loss: 27.8%, S 149 GRP OP#40 Loss: 16.9%, A-D GRP OP#60 Loss: 14.8%, 12M-GRP OP#70 Loss: 25.5%, CLN-L OP#90 Loss: 14.0%, S 149 GRP OP#100 Loss: 12.9%, A-D1 OP#140 Loss: 10.5%, S 76 OP#160 Loss: 50.0%, "
0501491,1,
0501493,1,
0501494,1,
0501495,1,"A-D2 OP#110 Loss: 61.3%, "
0501496,1,
0501497,1,
0501498,1,
0501499,1,
0501501,1,
0501503,R,
0501504,1,
0501505,1,
0501506,1,
0501507,1,
0501508,1,
0501509,1,
0501510,1,
0501511,1,
0501512,1,
0501513,1,
0501514,1,
0501515,1,
0501516,1,
0501517,1,
0501518,1,
0501520,R,"ZHI OP#80 Loss: 19.0%, "
0501521,1,
0501522,1,
0501523,1,
0501524,1,
0501525,1,
0501526,1,
0501527,1,
0501528,1,
0501530,1,
0501531,R,
0501532,1,
0501533,1,
0501534,1,
0501535,1,
0501536,1,
0501537,1,"CLN-L OP#105 Loss: 50.6%, "
0501538,1,
0501539,1,
0501540,1,
0501541,1,
0501542,1,
0501543,1,"S 149 GRP OP#99 Loss: 79.3%, "
0501544,1,
0501545,1,
0501546,1,
0501547,1,
0501548,1,
0501549,1,
0501550,1,
0501551,1,
0501552,1,
0501553,1,
0501554,1,
0501555,1,"A-D1 OP#170 Loss: 99.7%, "
0501556,1,
0501557,1,
0501560,1,
0501561,1,
0501563,1,
0501564,1,
0501565,1,
0501566,1,
0501567,1,
0501568,1,
0501569,1,
0501570,1,
0501572,1,
0501573,1,
0501574,1,
0501575,1,"S 76 OP#100 Loss: 19.8%, "
0501576,1,"14M OP#30 Loss: 19.0%, CLN-L OP#35 Loss: 17.9%, S 149 GRP OP#40 Loss: 16.0%, A-D GRP OP#60 Loss: 16.5%, 12M-GRP OP#70 Loss: 18.5%, CLN-L OP#100 Loss: 17.7%, "
0501577,1,
0501578,1,
0501579,1,
0501580,1,
0501581,1,"12M-GRP OP#20 Loss: 11.2%, CLN-L OP#40 Loss: 10.2%, "
0501582,1,
0501583,1,
0501584,1,
0501585,1,
0501586,1,
0501587,1,
0501588,1,"12M-1 OP#20 Loss: 14.6%, CLN-L OP#40 Loss: 10.7%, S 189 OP#50 Loss: 11.9%, "
0501589,1,
0501590,1,"14M OP#20 Loss: 81.1%, "
0501591,1,
0501593,M,
0501594,R,
0501595,1,
0501596,1,
0501597,1,
0501598,1,
0501599,1,
0501600,1,
0501601,R,
0501602,R,
0501603,R,
0501604,1,
0501605,1,
0501606,1,
0501607,1,
0501608,1,
0501609,1,
0501610,1,
0501611,1,
0501612,1,
0501613,1,"S 149 #1 OP#30 Loss: 42.6%, "
0501614,1,
0501615,1,
0501616,1,
0501618,1,"14M OP#20 Loss: 20.6%, CLN-ADS OP#40 Loss: 14.8%, A-D3 OP#50 Loss: 95.4%, A-D3 OP#80 Loss: 17.9%, "
0501619,1,
0501620,1,
0501621,1,
0501622,1,
0501623,1,
0501624,1,
0501625,1,
0501626,1,
0501627,1,
0501628,1,
0501629,1,"F-MILL GRP OP#130 Loss: 10.4%, "
0501630,1,
0501631,1,
0501632,1,
0501633,R,
0501634,1,"12M-GRP OP#20 Loss: 16.2%, CLN-L OP#30 Loss: 17.7%, A-D1 OP#60 Loss: 16.6%, B PICKLE OP#80 Loss: 16.8%, F-BLK OP#90 Loss: 16.8%, F-MILL GRP OP#100 Loss: 12.6%, F-MILL GRP OP#130 Loss: 25.9%, "
0501635,1,
0501636,1,"F-MILL GRP OP#130 Loss: 12.5%, F WRAP OP#160 Loss: 39.5%, "
0501637,R,
0501638,1,
0501639,1,
0501640,R,
0501641,1,
0501642,1,
0501643,1,"12M-1 OP#20 Loss: 39.5%, CLN-L OP#50 Loss: 25.9%, "
0501644,1,
0501646,1,
0501647,1,
0501648,1,
0501649,1,
0501650,1,
0501651,1,
0501652,1,
0501653,1,
0501655,1,
0501656,M,
0501657,1,
0501658,1,
0501659,1,
0501660,1,"12M-GRP OP#20 Loss: 24.3%, S 76 OP#40 Loss: 14.8%, A-D1 OP#60 Loss: 15.0%, "
0501661,1,
0501662,1,
0501663,1,
0501664,1,"A-D2 OP#90 Loss: 98.9%, "
0501666,1,
0501667,1,
0501668,1,
0501669,1,
0501670,1,
0501671,1,"A-D2 OP#110 Loss: 37.8%, "
0501672,1,
0501673,1,
0501675,1,
0501676,1,
0501677,1,
0501678,1,
0501679,1,
0501680,1,
0501681,R,
0501682,1,
0501683,1,
0501684,1,
0501685,1,
0501686,1,
0501688,1,
0501689,1,
0501690,1,
0501692,1,"F-BLK OP#90 Loss: 15.3%, F-MILL GRP OP#100 Loss: 10.7%, F-MILL GRP OP#120 Loss: 22.1%, "
0501693,1,"F-MILL GRP OP#120 Loss: 10.5%, "
0501694,1,"F-BLK OP#90 Loss: 20.1%, F-MILL GRP OP#100 Loss: 16.1%, F-MILL GRP OP#120 Loss: 19.5%, F-CLN OP#130 Loss: 14.3%, "
0501697,1,
0501701,1,
0501702,1,
0501703,1,
0501706,1,"14M OP#20 Loss: 13.1%, F-BLK OP#60 Loss: 38.3%, F-MILL GRP OP#90 Loss: 10.5%, "
0501707,1,"F-MILL GRP OP#90 Loss: 12.7%, "
0501708,1,"F-CLN OP#150 Loss: 22.9%, "
0501709,1,
0501710,1,"CLN-L OP#30 Loss: 75.3%, "
0501711,1,
0501712,1,
0501713,1,
0501714,1,
0501715,1,
0501716,1,
0501717,1,"F-BLK OP#90 Loss: 17.9%, F-MILL GRP OP#100 Loss: 35.1%, F-SLIT OP#110 Loss: 13.4%, F-MILL GRP OP#120 Loss: 20.8%, "
0501718,1,"A-LIND OP#40 Loss: 33.0%, F WRAP OP#55 Loss: 31.7%, "
0501719,1,
0501721,1,
0501722,1,
0501723,1,
0501724,1,
0501725,1,
0501726,1,"F-CLN OP#160 Loss: 30.9%, "
0501728,1,"F-MILL GRP OP#150 Loss: 15.7%, "
0501729,1,"F-MILL GRP OP#150 Loss: 63.5%, "
0501731,1,"F-CLN OP#160 Loss: 70.9%, "
0501732,1,
0501750,1,
0501751,1,
0501752,1,
0501753,1,"14M OP#50 Loss: 35.9%, "
0501754,1,
0501755,1,
0501756,1,"A-D2 OP#50 Loss: 32.8%, "
0501757,1,
0501759,1,
0501760,1,"S 149 GRP OP#110 Loss: 20.7%, "
0501761,1,
0501762,1,
0501763,1,
0501764,1,
0501765,1,
0501766,1,
0501767,1,"S 76 OP#30 Loss: 21.9%, "
0501768,1,
0501769,1,
0501770,1,
0501771,1,
0501773,1,
0501774,1,"14M OP#70 Loss: 21.5%, CLN-L OP#90 Loss: 20.2%, A-D GRP OP#100 Loss: 70.1%, A-D GRP OP#130 Loss: 51.4%, "
0501775,1,
0501776,1,"F-SLIT OP#120 Loss: 19.3%, F WRAP OP#160 Loss: 19.9%, "
0501779,1,"F-CLN OP#160 Loss: 10.9%, "
0501780,1,
0501781,1,
0501782,1,
0501783,1,
0501784,1,
0501785,1,
0501786,1,
0501787,1,
0501788,1,
0501789,1,
0501790,1,
0501791,1,
0501792,1,
0501793,1,
0501795,1,
0501806,1,
0501807,1,
0501808,1,
0501809,1,"A-D3 OP#130 Loss: 40.5%, "
0501810,1,
0501811,1,
0501812,1,"S 76 OP#45 Loss: 15.7%, A-D1 OP#60 Loss: 11.0%, "
0501813,R,
0501814,1,
0501815,1,"12M-GRP OP#20 Loss: 10.5%, B PICKLE OP#70 Loss: 15.2%, 12M-GRP OP#80 Loss: 14.1%, "
0501817,1,
0501818,1,
0501819,1,
0501820,1,
0501821,1,
0501822,S,
0501823,S,
0501824,1,"MU P&S CUT TO L OP#90 Loss: 82.2%, "
0501825,1,
0501826,1,
0501827,1,
0501829,1,
0501830,1,
0501832,1,"F-CLN OP#160 Loss: 79.9%, "
0501843,1,
0501844,1,"14M OP#20 Loss: 50.7%, "
0501845,R,
0501846,1,
0501847,1,
0501848,R,
0501849,1,
0501850,1,"A-D3 OP#180 Loss: 17.1%, "
0501851,1,
0501852,1,
0501853,1,
0501854,1,
0501855,1,
0501857,1,
0501858,1,
0501859,1,
0501860,1,
0501861,1,
0501862,1,"CLN-L OP#40 Loss: 33.5%, "
0501863,R,
0501864,1,
0501865,1,"12M-GRP OP#80 Loss: 31.4%, S 149 GRP OP#110 Loss: 12.1%, S 149 GRP OP#130 Loss: 10.1%, "
0501866,1,
0501867,1,
0501868,1,
0501869,1,
0501870,1,
0501871,1,
0501872,R,
0501873,1,
0501874,1,
0501875,1,
0501876,1,
0501877,1,
0501878,1,
0501879,1,
0501880,1,
0501881,1,
0501882,1,
0501884,1,
0501885,1,
0501886,1,
0501887,1,"F WRAP OP#180 Loss: 73.1%, "
0501888,R,"CLN-L OP#25 Loss: 10.8%, F-BLK OP#30 Loss: 10.3%, F-MILL GRP OP#40 Loss: 10.8%, "
0501889,1,
0501890,1,
0501891,1,
0501892,1,
0501893,1,
0501894,M,
0501895,1,
0501896,1,
0501898,R,
0501899,1,"12M-GRP OP#70 Loss: 18.3%, A-D1 OP#100 Loss: 98.3%, "
0501900,1,
0501901,1,
0501902,1,
0501903,1,
0501904,1,
0501905,1,"A-D3 OP#60 Loss: 38.6%, "
0501906,1,
0501907,1,
0501908,1,
0501909,1,"ZHI OP#30 Loss: 12.8%, CLN-ADS OP#50 Loss: 10.8%, S 149 #2 OP#60 Loss: 12.1%, A-D3 OP#115 Loss: 12.4%, S 149 #2 OP#130 Loss: 13.0%, "
0501910,1,"ZHI OP#30 Loss: 12.2%, CLN-ADS OP#50 Loss: 11.1%, S 149 #2 OP#54 Loss: 11.8%, A-D3 OP#110 Loss: 12.7%, S 149 #2 OP#120 Loss: 14.3%, "
0501911,1,
0501913,1,
0501914,1,
0501915,1,
0501916,1,
0501917,1,
0501918,1,
0501919,1,
0501920,1,
0501921,1,
0501922,1,
0501923,1,
0501924,1,
0501925,1,
0501926,1,
0501928,1,
0501930,1,"F-MILL GRP OP#130 Loss: 24.7%, "
0501931,1,
0501932,1,
0501933,1,
0501934,1,
0501935,1,
0501936,1,"A-D1 OP#60 Loss: 37.9%, CLN-ADS OP#62 Loss: 70.4%, A-D1 OP#67 Loss: 38.4%, "
0501937,1,
0501938,1,"F-MILL #2 OP#120 Loss: 16.8%, "
0501939,1,"F-MILL GRP OP#110 Loss: 14.6%, "
0501940,1,"12M-GRP OP#30 Loss: 12.2%, CLN-L OP#50 Loss: 10.7%, F-MILL GRP OP#80 Loss: 19.9%, F-CLN OP#90 Loss: 22.6%, F-SLIT OP#100 Loss: 21.5%, "
0501941,1,
0501942,1,
0501945,1,
0501946,1,
0501948,R,
0501949,1,
0501950,1,"A-D GRP OP#130 Loss: 98.1%, "
0501951,1,
0501952,1,
0501953,1,
0501954,1,"F-MILL GRP OP#100 Loss: 11.8%, F-CLN OP#110 Loss: 10.5%, F-MILL GRP OP#130 Loss: 22.5%, "
0501955,1,"12M-1 OP#20 Loss: 34.4%, CLN-L OP#50 Loss: 36.5%, "
0501959,1,
0501960,1,
0501961,1,"A-D3 OP#160 Loss: 99.7%, "
0501962,1,
0501964,1,"CLN-L OP#70 Loss: 32.3%, S 76 OP#80 Loss: 32.6%, A-D1 OP#100 Loss: 33.0%, "
0501966,1,
0501967,1,
0501968,1,
0501969,1,
0501970,R,"CLN-L OP#80 Loss: 13.5%, "
0501971,1,
0501972,1,
0501973,1,
0501974,1,
0501975,1,
0501976,1,
0501977,1,"S 76 OP#120 Loss: 20.9%, "
0501978,1,
0501979,1,
0501980,1,
0501981,1,
0501982,1,"F-MILL GRP OP#100 Loss: 10.1%, F-SLIT OP#120 Loss: 29.3%, "
0501983,1,
0501984,R,
0501985,1,
0501986,1,
0501987,1,
0501988,1,"S 76 OP#210 Loss: 28.3%, "
0501989,1,
0501990,1,"S 149 GRP OP#55 Loss: 11.6%, 14M OP#120 Loss: 14.0%, CLN-L OP#140 Loss: 12.6%, S 149 GRP OP#150 Loss: 12.6%, A-D3 OP#190 Loss: 13.7%, "
0501991,1,
0501992,1,
0501993,1,"A-D GRP OP#110 Loss: 98.4%, "
0501994,1,
0501995,1,
0501996,1,
0501997,1,"12M-2 OP#40 Loss: 11.4%, CLN-L OP#50 Loss: 11.7%, S 76 OP#80 Loss: 12.4%, "
0501998,1,
0502000,1,
0502001,1,
0502003,1,
0502004,1,
0502005,1,
0502006,1,
0502007,1,
0502008,1,
0502009,1,
0502010,1,
0502011,R,
0502012,1,
0502013,1,"CLN-L OP#40 Loss: 19.1%, "
0502014,1,
0502015,1,
0502016,1,
0502017,1,
0502019,1,
0502020,1,"14M OP#20 Loss: 51.3%, "
0502021,1,
0502022,1,
0502023,1,
0502024,1,
0502025,1,
0502026,1,
0502027,1,
0502028,1,
0502029,1,
0502030,1,
0502031,1,
0502032,1,
0502033,1,
0502034,1,
0502035,1,
0502036,1,
0502037,1,
0502038,1,
0502039,1,
0502040,1,
0502041,1,
0502042,1,
0502043,1,
0502044,1,
0502045,1,
0502046,1,"S 76 OP#30 Loss: 70.6%, "
0502048,1,
0502049,1,
0502050,1,"12M-GRP OP#70 Loss: 39.0%, "
0502052,1,"12M-GRP OP#20 Loss: 32.7%, "
0502053,1,
0502054,1,"ZHI OP#30 Loss: 44.1%, "
0502055,1,
0502056,1,
0502057,1,
0502058,1,
0502059,1,"12M-1 OP#80 Loss: 36.0%, S 189 OP#110 Loss: 37.3%, A-D1 OP#130 Loss: 23.8%, S 189 OP#160 Loss: 39.6%, "
0502060,1,
0502062,1,
0502063,1,
0502064,1,
0502065,1,
0502066,1,"A-LIND OP#40 Loss: 32.0%, F WRAP OP#55 Loss: 30.0%, "
0502067,1,"S 76 OP#70 Loss: 29.4%, "
0502068,1,
0502069,1,
0502070,1,"B PICKLE OP#100 Loss: 48.2%, "
0502071,1,
0502072,1,
0502073,1,
0502074,1,
0502075,1,"S 149 GRP OP#20 Loss: 49.6%, "
0502076,S,
0502077,R,
0502078,1,"CLN-L OP#16 Loss: 63.8%, S 76 OP#17 Loss: 37.7%, "
0502079,1,
0502080,R,
0502081,1,"A-D1 OP#70 Loss: 45.3%, F-MILL GRP OP#90 Loss: 22.6%, "
0502082,1,
0502083,1,
0502084,1,
0502086,1,
0502087,1,
0502088,R,
0502090,1,
0502091,1,
0502092,1,
0502093,R,"12M-GRP OP#20 Loss: 25.2%, CLN-L OP#30 Loss: 13.6%, A-D1 OP#50 Loss: 15.4%, "
0502094,1,
0502096,1,
0502097,1,
0502099,1,"F-SLIT OP#40 Loss: 50.0%, F WRAP OP#60 Loss: 50.0%, "
0502100,1,"F-SLIT OP#40 Loss: 50.0%, F WRAP OP#60 Loss: 50.0%, "
0502101,1,"F-SLIT OP#40 Loss: 50.0%, F WRAP OP#60 Loss: 50.0%, "
0502102,1,"F-SLIT OP#40 Loss: 50.0%, F WRAP OP#60 Loss: 50.0%, "
0502103,1,
0502104,1,
0502105,1,
0502106,1,
0502107,1,
0502108,1,
0502109,1,"F-SLIT OP#30 Loss: 35.2%, F WRAP OP#50 Loss: 35.2%, "
0502110,1,
0502111,1,
0502112,1,
0502113,1,
0502114,1,
0502115,1,
0502116,1,"A-D2 OP#70 Loss: 12.7%, "
0502117,1,
0502118,1,
0502119,1,
0502120,1,
0502121,S,
0502122,1,
0502123,1,
0502124,1,
0502125,1,
0502126,1,
0502127,1,
0502128,1,
0502129,1,
0502130,1,
0502131,1,"12M-GRP OP#20 Loss: 17.5%, 12M-GRP OP#70 Loss: 12.0%, "
0502132,1,
0502135,1,
0502136,1,
0502137,1,
0502138,1,
0502139,1,"F-BLK OP#140 Loss: 12.2%, F-SLIT OP#170 Loss: 70.0%, "
0502140,1,
0502141,1,
0502142,1,
0502143,1,
0502144,1,
0502145,1,
0502146,1,
0502147,1,
0502148,1,
0502149,R,
0502150,1,"A-D GRP OP#100 Loss: 97.8%, "
0502151,1,
0502152,1,"14M OP#70 Loss: 25.4%, A-D1 OP#170 Loss: 99.9%, "
0502153,1,
0502154,1,
0502155,1,
0502156,1,
0502157,1,
0502158,1,
0502159,1,"12M-2 OP#62 Loss: 41.5%, CLN-L OP#63 Loss: 41.3%, "
0502160,1,
0502161,1,
0502163,1,
0502164,1,
0502165,1,
0502166,1,
0502167,1,
0502168,1,
0502169,R,
0502170,1,
0502171,1,"ZHI OP#60 Loss: 42.6%, CLN-ADS OP#65 Loss: 42.1%, S 149 GRP OP#70 Loss: 42.3%, A-D GRP OP#80 Loss: 42.5%, ZHI OP#90 Loss: 42.9%, CLN-L OP#120 Loss: 42.4%, S 149 #1 OP#130 Loss: 38.6%, "
0502172,1,"14M OP#20 Loss: 46.2%, "
0502173,1,
0502174,1,
0502175,1,
0502176,R,
0502177,1,
0502178,1,
0502180,1,
0502181,S,
0502182,1,
0502183,1,
0502184,1,
0502185,1,
0502186,1,
0502187,1,"A-D1 OP#140 Loss: 15.4%, "
0502188,R,
0502189,R,
0502190,R,
0502191,R,
0502192,1,
0502193,1,"A-D1 OP#70 Loss: 40.6%, "
0502194,1,"S 76 OP#130 Loss: 57.2%, "
0502195,1,
0502196,1,"ZHI OP#20 Loss: 10.2%, S 149 GRP OP#30 Loss: 10.3%, A-D2 OP#50 Loss: 13.1%, ZHI OP#70 Loss: 15.7%, CLN-ADS OP#80 Loss: 15.8%, S 149 GRP OP#90 Loss: 16.5%, A-D3 OP#110 Loss: 18.5%, 14M OP#120 Loss: 19.0%, CLN-L OP#150 Loss: 18.8%, "
0502197,R,
0502198,1,
0502199,1,
0502200,1,"12M-GRP OP#20 Loss: 16.6%, CLN-L OP#40 Loss: 13.6%, "
0502201,R,
0502202,1,
0502203,1,
0502206,1,
0502207,1,
0502208,1,
0502209,1,
0502210,1,
0502211,1,
0502213,1,
0502214,1,
0502215,1,"F-MILL GRP OP#130 Loss: 18.1%, "
0502216,1,"F-MILL GRP OP#130 Loss: 31.9%, "
0502222,1,
0502223,1,
0502224,1,
0502226,1,
0502227,1,
0502228,1,
0502229,1,"S 149 #2 OP#120 Loss: 43.1%, "
0502230,1,
0502231,1,
0502232,1,
0502233,1,
0502234,1,
0502235,R,
0502236,1,"F WRAP OP#160 Loss: 41.4%, "
0502240,1,"F-CLN OP#110 Loss: 28.1%, "
0502243,R,
0502244,R,
0502245,1,
0502246,1,
0502247,1,"CLN-L OP#40 Loss: 49.9%, "
0502248,1,
0502249,1,
0502250,1,
0502251,1,
0502251,S,
0502252,1,
0502254,1,"BB OP#100 Loss: 11.7%, "
0502255,1,
0502256,1,"A-D2 OP#40 Loss: 98.4%, "
0502257,1,"ZHI OP#20 Loss: 11.5%, S 149 GRP OP#110 Loss: 31.8%, "
0502258,1,"B PICKLE OP#130 Loss: 19.2%, F-BLK OP#140 Loss: 19.3%, F-MILL GRP OP#150 Loss: 23.0%, F-CLN OP#160 Loss: 15.2%, F-SLIT OP#170 Loss: 14.2%, F-MILL GRP OP#180 Loss: 15.6%, F-CLN OP#190 Loss: 28.3%, F WRAP OP#210 Loss: 27.6%, "
0502259,1,
0502260,1,
0502261,R,"F-SLIT OP#64 Loss: 20.8%, F-MILL GRP OP#120 Loss: 73.5%, "
0502262,1,
0502264,1,
0502265,1,
0502266,1,
0502267,1,
0502268,R,
0502269,R,
0502270,R,
0502271,1,
0502272,1,
0502273,1,"12M-GRP OP#101 Loss: 59.2%, CLN-L OP#103 Loss: 59.2%, "
0502274,1,
0502275,1,
0502276,1,
0502277,1,"A-D GRP OP#110 Loss: 98.2%, "
0502278,1,
0502279,1,
0502280,1,
0502281,R,
0502282,1,
0502283,1,
0502284,1,
0502285,1,
0502286,1,
0502287,1,
0502288,1,"S 149 GRP OP#30 Loss: 47.5%, "
0502289,1,
0502290,1,
0502291,1,
0502292,1,
0502293,1,"B PICKLE OP#90 Loss: 30.4%, "
0502294,1,
0502295,1,
0502297,1,
0502298,1,
0502299,1,
0502300,1,
0502301,M,
0502302,M,
0502303,1,
0502305,1,
0502306,R,
0502307,1,
0502308,1,
0502309,1,
0502310,1,
0502311,R,"MU PACKING OP#10 Loss: 54.6%, "
0502312,1,
0502313,1,
0502314,1,
0502315,R,
0502316,1,
0502317,1,
0502318,1,
0502319,1,
0502320,1,
0502321,1,
0502322,1,
0502323,1,
0502324,1,"F-CLN OP#110 Loss: 29.9%, "
0502333,1,"F-MILL GRP OP#130 Loss: 14.7%, "
0502334,1,
0502338,1,
0502341,1,
0502342,1,
0502343,1,"F-MILL GRP OP#100 Loss: 13.5%, F-CLN OP#110 Loss: 15.6%, F-SLIT OP#120 Loss: 13.4%, "
0502347,1,
0502348,1,"S 76 OP#90 Loss: 14.0%, A-D GRP OP#110 Loss: 13.9%, B PICKLE OP#130 Loss: 16.3%, F-BLK OP#140 Loss: 16.3%, F-MILL GRP OP#150 Loss: 18.1%, F-CLN OP#160 Loss: 12.2%, F-SLIT OP#170 Loss: 11.3%, F-MILL GRP OP#180 Loss: 17.4%, "
0502350,R,
0502351,1,
0502353,1,
0502354,1,
0502355,1,
0502356,1,
0502357,1,
0502358,1,
0502359,1,
